cpu_usage,memory_usage,disk_usage,process_count,threat
16,43,79,169,Normal
98,75,100,592,Suspicious
1,16,52,437,Suspicious
33,34,88,56,Normal
58,42,99,114,Normal
4,22,41,283,Normal
56,38,79,59,Normal
31,80,59,251,Suspicious
7,77,36,259,Suspicious
5,76,88,354,Suspicious
76,98,54,339,Suspicious
70,26,70,578,Suspicious
36,58,32,303,Suspicious
36,26,98,386,Suspicious
21,89,89,365,Suspicious
82,39,34,491,Suspicious
24,80,40,369,Suspicious
67,99,75,287,Suspicious
49,64,62,53,Normal
24,36,60,79,Normal
84,82,90,205,Suspicious
4,23,21,397,Suspicious
89,32,41,529,Suspicious
12,50,50,113,Normal
6,75,24,495,Suspicious
39,87,71,330,Suspicious
49,37,41,428,Suspicious
3,61,77,53,Normal
49,85,51,119,Suspicious
42,21,92,528,Suspicious
51,44,66,238,Normal
57,91,23,600,Suspicious
34,93,23,52,Suspicious
89,88,80,495,Suspicious
28,66,73,284,Normal
80,65,80,486,Suspicious
86,78,92,127,Suspicious
78,63,76,526,Suspicious
36,81,98,590,Suspicious
60,17,100,166,Normal
34,73,86,244,Normal
19,50,76,146,Normal
24,84,26,422,Suspicious
14,71,30,426,Suspicious
57,81,41,323,Suspicious
50,86,60,267,Suspicious
57,51,71,523,Suspicious
50,18,31,430,Suspicious
10,50,43,582,Suspicious
87,98,82,381,Suspicious
65,41,79,304,Suspicious
29,46,72,335,Suspicious
41,69,24,136,Normal
47,14,90,326,Suspicious
50,25,79,207,Normal
54,42,47,364,Suspicious
72,83,23,313,Suspicious
9,12,24,51,Normal
90,11,53,518,Suspicious
55,13,41,242,Normal
28,93,75,312,Suspicious
31,51,75,172,Normal
67,80,87,213,Suspicious
79,36,82,497,Suspicious
52,76,96,363,Suspicious
7,17,20,216,Normal
93,11,46,490,Suspicious
98,50,46,203,Suspicious
100,72,66,180,Suspicious
77,99,95,468,Suspicious
14,38,70,285,Normal
5,94,27,244,Suspicious
94,63,90,134,Suspicious
40,53,63,444,Suspicious
10,77,24,119,Suspicious
75,74,48,114,Normal
75,74,55,173,Normal
47,96,46,531,Suspicious
96,93,96,152,Suspicious
27,10,93,106,Normal
38,11,73,214,Normal
43,80,46,380,Suspicious
21,93,25,450,Suspicious
30,96,34,585,Suspicious
90,50,36,181,Suspicious
28,74,29,197,Normal
60,57,31,474,Suspicious
41,91,32,446,Suspicious
98,69,82,264,Suspicious
47,16,24,529,Suspicious
34,35,71,520,Suspicious
22,89,35,441,Suspicious
50,86,32,508,Suspicious
58,19,95,74,Normal
38,100,68,523,Suspicious
79,32,36,503,Suspicious
14,78,42,544,Suspicious
36,47,37,455,Suspicious
74,80,48,270,Suspicious
51,71,70,78,Normal
43,75,67,531,Suspicious
80,34,67,215,Suspicious
93,57,95,251,Suspicious
5,81,61,318,Suspicious
92,62,97,361,Suspicious
16,30,69,351,Suspicious
67,14,52,477,Suspicious
29,90,45,217,Suspicious
11,91,98,409,Suspicious
39,84,41,448,Suspicious
43,99,74,83,Suspicious
43,94,67,204,Suspicious
55,15,90,562,Suspicious
74,20,76,532,Suspicious
64,28,64,296,Normal
62,29,77,87,Normal
77,20,86,316,Suspicious
97,47,63,133,Suspicious
25,14,22,430,Suspicious
12,99,24,592,Suspicious
69,83,37,389,Suspicious
3,42,69,307,Suspicious
99,63,56,107,Suspicious
36,17,71,66,Normal
79,22,67,333,Suspicious
67,83,42,353,Suspicious
69,63,96,155,Normal
6,77,82,291,Suspicious
64,31,39,385,Suspicious
15,20,88,361,Suspicious
70,83,36,450,Suspicious
49,22,87,559,Suspicious
48,13,25,252,Normal
34,17,36,591,Suspicious
40,10,94,306,Suspicious
65,26,100,237,Normal
39,95,68,505,Suspicious
14,88,86,311,Suspicious
76,89,99,315,Suspicious
18,78,50,584,Suspicious
60,97,31,519,Suspicious
84,18,20,549,Suspicious
33,24,80,144,Normal
10,25,89,134,Normal
71,10,56,327,Suspicious
22,82,43,323,Suspicious
93,66,94,550,Suspicious
93,66,57,363,Suspicious
32,38,34,478,Suspicious
10,31,98,554,Suspicious
85,91,33,597,Suspicious
57,44,57,437,Suspicious
91,72,75,249,Suspicious
96,85,88,249,Suspicious
1,92,46,347,Suspicious
73,25,91,375,Suspicious
51,42,79,236,Normal
78,50,37,230,Suspicious
69,58,31,155,Normal
19,84,23,80,Suspicious
90,56,87,77,Suspicious
5,68,61,156,Normal
17,29,37,160,Normal
68,36,92,122,Normal
16,17,40,397,Suspicious
33,14,62,138,Normal
9,18,34,345,Suspicious
89,61,22,203,Suspicious
43,72,95,411,Suspicious
72,20,24,337,Suspicious
94,22,90,481,Suspicious
52,83,80,262,Suspicious
83,83,69,424,Suspicious
65,62,61,280,Normal
33,95,44,98,Suspicious
7,46,49,324,Suspicious
62,30,73,439,Suspicious
44,88,92,414,Suspicious
94,58,86,501,Suspicious
16,72,86,532,Suspicious
62,66,40,274,Normal
41,66,61,190,Normal
59,100,60,145,Suspicious
77,77,97,89,Suspicious
76,77,70,151,Suspicious
96,90,55,417,Suspicious
72,42,80,415,Suspicious
6,51,37,530,Suspicious
16,89,42,343,Suspicious
61,83,81,118,Suspicious
74,53,40,586,Suspicious
71,96,47,591,Suspicious
89,62,40,597,Suspicious
29,73,85,375,Suspicious
38,58,27,237,Normal
10,38,48,436,Suspicious
96,17,71,204,Suspicious
85,48,89,464,Suspicious
54,80,56,250,Suspicious
86,23,44,406,Suspicious
14,83,34,380,Suspicious
78,32,71,285,Suspicious
68,72,98,345,Suspicious
2,45,51,211,Normal
28,66,34,562,Suspicious
18,31,94,472,Suspicious
26,80,98,368,Suspicious
39,68,44,212,Normal
29,19,76,297,Normal
22,10,71,557,Suspicious
70,74,39,545,Suspicious
91,75,38,75,Suspicious
96,93,43,156,Suspicious
35,63,23,460,Suspicious
83,59,52,595,Suspicious
56,26,93,414,Suspicious
86,24,25,526,Suspicious
77,68,51,368,Suspicious
36,26,96,353,Suspicious
44,44,26,176,Normal
56,53,52,60,Normal
49,40,64,131,Normal
18,58,36,155,Normal
54,77,29,73,Suspicious
72,78,82,261,Suspicious
30,41,81,147,Normal
53,63,52,182,Normal
46,17,35,229,Normal
83,76,99,300,Suspicious
88,93,52,177,Suspicious
23,91,43,269,Suspicious
82,75,27,480,Suspicious
71,45,73,481,Suspicious
14,58,41,480,Suspicious
52,53,73,449,Suspicious
1,98,74,390,Suspicious
7,13,65,80,Normal
96,77,96,259,Suspicious
24,51,32,525,Suspicious
53,12,40,67,Normal
99,11,30,87,Suspicious
26,99,72,190,Suspicious
60,76,28,99,Suspicious
70,17,80,86,Normal
83,29,50,449,Suspicious
57,39,44,586,Suspicious
15,92,49,326,Suspicious
73,25,89,231,Normal
61,13,95,165,Normal
47,56,76,553,Suspicious
31,72,27,491,Suspicious
35,91,48,199,Suspicious
30,10,34,304,Suspicious
87,99,77,518,Suspicious
97,95,52,108,Suspicious
3,24,23,382,Suspicious
86,35,74,275,Suspicious
99,84,44,255,Suspicious
22,99,47,372,Suspicious
98,11,32,189,Suspicious
47,86,81,546,Suspicious
18,93,55,355,Suspicious
95,83,64,338,Suspicious
34,56,81,377,Suspicious
83,58,54,586,Suspicious
93,30,91,256,Suspicious
82,36,20,52,Suspicious
55,24,98,386,Suspicious
55,51,27,489,Suspicious
5,61,23,268,Normal
45,42,44,265,Normal
63,13,43,425,Suspicious
95,22,81,353,Suspicious
59,96,93,255,Suspicious
26,83,30,144,Suspicious
35,99,30,98,Suspicious
61,51,85,285,Normal
15,29,92,598,Suspicious
30,36,72,128,Normal
69,34,81,276,Normal
30,17,27,484,Suspicious
13,82,80,115,Suspicious
22,88,75,253,Suspicious
82,45,60,369,Suspicious
10,52,97,399,Suspicious
55,25,42,352,Suspicious
98,75,55,559,Suspicious
9,80,37,478,Suspicious
20,17,50,99,Normal
95,95,45,222,Suspicious
64,60,25,510,Suspicious
38,25,21,476,Suspicious
80,81,70,531,Suspicious
60,13,87,126,Normal
7,67,83,141,Normal
38,22,28,112,Normal
53,58,97,265,Normal
100,25,99,360,Suspicious
100,95,82,308,Suspicious
17,50,66,472,Suspicious
99,58,55,520,Suspicious
76,71,82,192,Suspicious
88,96,61,376,Suspicious
70,97,58,480,Suspicious
23,57,83,567,Suspicious
50,52,69,436,Suspicious
9,21,76,98,Normal
80,76,26,145,Suspicious
43,70,65,492,Suspicious
8,26,89,77,Normal
17,81,55,349,Suspicious
13,93,58,209,Suspicious
85,83,79,80,Suspicious
25,58,51,534,Suspicious
17,40,40,266,Normal
45,49,39,192,Normal
29,41,35,377,Suspicious
99,53,77,488,Suspicious
12,66,22,585,Suspicious
94,20,92,391,Suspicious
75,26,62,423,Suspicious
61,18,22,213,Normal
39,35,34,560,Suspicious
59,92,64,212,Suspicious
85,40,30,56,Suspicious
10,96,40,480,Suspicious
38,86,99,174,Suspicious
76,71,64,170,Suspicious
51,46,87,114,Normal
73,97,66,236,Suspicious
96,60,39,260,Suspicious
64,54,39,566,Suspicious
55,89,60,163,Suspicious
43,17,80,319,Suspicious
79,36,72,319,Suspicious
22,43,28,120,Normal
1,18,36,340,Suspicious
11,27,100,501,Suspicious
87,98,40,69,Suspicious
16,60,77,77,Normal
20,37,73,520,Suspicious
88,51,68,348,Suspicious
11,95,63,474,Suspicious
22,45,53,445,Suspicious
88,87,38,203,Suspicious
23,67,31,386,Suspicious
58,77,62,258,Suspicious
36,48,22,417,Suspicious
39,72,93,473,Suspicious
47,34,88,319,Suspicious
66,72,90,147,Normal
88,29,65,303,Suspicious
4,20,88,78,Normal
4,83,72,447,Suspicious
52,98,42,260,Suspicious
93,32,27,204,Suspicious
56,58,35,228,Normal
94,77,60,187,Suspicious
77,67,65,414,Suspicious
86,67,39,186,Suspicious
75,82,86,503,Suspicious
57,93,26,93,Suspicious
19,84,24,485,Suspicious
41,16,98,50,Normal
94,74,95,465,Suspicious
81,55,83,50,Suspicious
91,19,80,295,Suspicious
63,42,91,461,Suspicious
71,71,66,515,Suspicious
56,17,48,557,Suspicious
62,36,40,93,Normal
66,65,64,352,Suspicious
77,48,33,424,Suspicious
95,96,92,394,Suspicious
98,17,89,429,Suspicious
88,94,24,526,Suspicious
44,39,85,537,Suspicious
71,45,38,537,Suspicious
75,86,33,448,Suspicious
31,30,53,178,Normal
28,25,94,279,Normal
96,54,82,591,Suspicious
80,83,69,178,Suspicious
95,40,57,588,Suspicious
58,19,28,266,Normal
14,61,97,485,Suspicious
37,95,38,204,Suspicious
40,25,67,150,Normal
57,31,34,128,Normal
82,37,84,114,Suspicious
64,32,34,117,Normal
20,49,89,114,Normal
2,38,58,363,Suspicious
20,49,38,440,Suspicious
86,13,80,484,Suspicious
8,46,42,446,Suspicious
13,16,36,72,Normal
29,41,61,175,Normal
21,100,92,320,Suspicious
18,62,80,536,Suspicious
71,21,33,355,Suspicious
5,20,92,343,Suspicious
52,30,91,519,Suspicious
93,29,36,291,Suspicious
25,40,25,484,Suspicious
92,40,83,344,Suspicious
62,44,79,379,Suspicious
39,97,23,248,Suspicious
2,27,60,408,Suspicious
89,44,20,435,Suspicious
18,34,61,586,Suspicious
34,67,68,455,Suspicious
70,41,85,494,Suspicious
91,54,34,281,Suspicious
50,80,47,164,Suspicious
45,97,79,431,Suspicious
61,66,92,164,Normal
51,43,74,73,Normal
15,93,80,574,Suspicious
83,10,69,519,Suspicious
77,16,34,157,Suspicious
90,18,87,77,Suspicious
30,26,28,599,Suspicious
43,60,20,303,Suspicious
63,55,41,360,Suspicious
41,68,69,67,Normal
2,11,78,132,Normal
12,75,57,502,Suspicious
58,85,84,349,Suspicious
34,53,85,198,Normal
9,19,34,297,Normal
80,84,45,472,Suspicious
43,40,92,82,Normal
65,23,77,475,Suspicious
22,35,24,342,Suspicious
98,34,28,410,Suspicious
44,20,31,383,Suspicious
41,60,34,241,Normal
8,28,38,134,Normal
89,48,74,194,Suspicious
8,91,35,593,Suspicious
46,96,55,434,Suspicious
92,81,44,194,Suspicious
16,26,89,497,Suspicious
58,79,52,80,Suspicious
43,64,66,129,Normal
31,35,77,158,Normal
30,97,28,142,Suspicious
54,33,21,262,Normal
8,56,78,73,Normal
77,50,43,548,Suspicious
50,94,50,479,Suspicious
3,69,53,65,Normal
49,64,51,188,Normal
81,88,72,237,Suspicious
14,63,61,246,Normal
90,89,51,561,Suspicious
46,33,60,334,Suspicious
98,88,49,53,Suspicious
56,16,92,113,Normal
45,28,40,79,Normal
78,36,53,203,Suspicious
29,35,87,549,Suspicious
61,69,70,252,Normal
17,47,55,98,Normal
75,54,35,582,Suspicious
19,29,49,311,Suspicious
88,85,21,320,Suspicious
4,44,62,439,Suspicious
5,34,82,434,Suspicious
44,24,59,254,Normal
17,39,95,581,Suspicious
69,13,46,249,Normal
24,42,96,558,Suspicious
78,80,28,147,Suspicious
69,86,87,339,Suspicious
55,83,75,540,Suspicious
76,53,42,263,Suspicious
98,100,32,379,Suspicious
47,39,69,133,Normal
37,41,34,274,Normal
62,47,67,461,Suspicious
6,26,56,241,Normal
39,92,35,536,Suspicious
17,56,40,70,Normal
87,20,66,177,Suspicious
88,38,87,144,Suspicious
91,78,25,383,Suspicious
57,94,26,336,Suspicious
78,57,94,63,Suspicious
39,44,51,215,Normal
19,36,65,274,Normal
44,77,44,277,Suspicious
69,23,97,296,Normal
31,90,27,303,Suspicious
67,18,75,430,Suspicious
92,21,27,473,Suspicious
34,63,86,203,Normal
94,55,93,409,Suspicious
43,12,70,166,Normal
35,37,33,440,Suspicious
4,30,25,324,Suspicious
99,11,90,476,Suspicious
6,30,96,514,Suspicious
96,16,32,390,Suspicious
19,16,66,504,Suspicious
60,39,68,481,Suspicious
19,53,61,65,Normal
15,34,70,594,Suspicious
38,39,52,591,Suspicious
7,54,29,305,Suspicious
43,72,64,217,Normal
93,34,87,397,Suspicious
63,93,37,148,Suspicious
13,11,95,565,Suspicious
72,88,56,153,Suspicious
2,37,22,52,Normal
35,50,92,232,Normal
19,64,89,407,Suspicious
16,52,28,553,Suspicious
16,75,59,151,Normal
55,70,38,269,Normal
71,31,31,493,Suspicious
46,83,22,174,Suspicious
96,25,29,250,Suspicious
57,38,28,465,Suspicious
62,61,97,382,Suspicious
43,38,90,249,Normal
67,91,41,433,Suspicious
18,89,78,83,Suspicious
54,30,70,160,Normal
32,74,32,497,Suspicious
24,79,63,422,Suspicious
16,69,87,503,Suspicious
38,51,27,532,Suspicious
6,56,64,310,Suspicious
23,70,48,403,Suspicious
44,58,49,285,Normal
28,78,69,284,Suspicious
94,74,93,419,Suspicious
60,49,59,528,Suspicious
54,15,94,86,Normal
52,63,21,465,Suspicious
29,29,92,280,Normal
83,34,43,321,Suspicious
100,41,88,189,Suspicious
66,36,63,466,Suspicious
36,68,20,402,Suspicious
84,50,76,189,Suspicious
78,65,75,447,Suspicious
4,43,53,253,Normal
75,25,32,158,Normal
99,28,93,474,Suspicious
98,96,32,345,Suspicious
22,35,96,113,Normal
17,61,41,506,Suspicious
8,33,70,388,Suspicious
45,25,22,519,Suspicious
89,19,47,395,Suspicious
43,17,29,503,Suspicious
56,22,25,274,Normal
19,42,96,455,Suspicious
60,65,94,277,Normal
56,63,69,173,Normal
62,57,80,200,Normal
71,79,61,463,Suspicious
56,58,60,230,Normal
23,15,27,80,Normal
10,80,86,246,Suspicious
86,33,35,98,Suspicious
51,19,62,173,Normal
70,74,52,300,Normal
55,96,76,72,Suspicious
88,20,26,523,Suspicious
39,85,79,260,Suspicious
43,65,45,345,Suspicious
55,86,64,586,Suspicious
8,95,33,273,Suspicious
49,70,39,141,Normal
25,93,47,373,Suspicious
66,96,92,344,Suspicious
59,99,61,419,Suspicious
77,89,76,63,Suspicious
62,37,33,230,Normal
14,19,80,279,Normal
13,37,77,235,Normal
99,73,97,392,Suspicious
44,36,57,253,Normal
24,55,20,105,Normal
60,53,77,115,Normal
29,19,48,287,Normal
35,69,41,423,Suspicious
45,51,82,105,Normal
80,64,50,352,Suspicious
40,37,22,139,Normal
85,85,41,513,Suspicious
78,52,92,245,Suspicious
47,12,30,370,Suspicious
61,28,82,218,Normal
90,58,98,119,Suspicious
25,17,25,152,Normal
72,96,80,173,Suspicious
37,82,57,533,Suspicious
13,57,33,417,Suspicious
27,16,54,567,Suspicious
93,76,62,366,Suspicious
92,100,34,470,Malware
26,100,35,155,Suspicious
21,18,92,524,Suspicious
47,24,51,482,Suspicious
54,62,47,108,Normal
40,35,95,282,Normal
76,22,83,547,Suspicious
3,22,57,600,Suspicious
39,54,93,460,Suspicious
98,93,67,271,Suspicious
95,44,46,162,Suspicious
5,59,24,575,Suspicious
90,16,90,410,Suspicious
23,83,95,309,Suspicious
34,91,39,364,Suspicious
31,89,63,231,Suspicious
11,52,44,160,Normal
74,58,82,375,Suspicious
24,72,44,557,Suspicious
79,71,77,413,Suspicious
23,62,81,577,Suspicious
7,10,79,589,Suspicious
10,38,30,120,Normal
52,52,45,368,Suspicious
23,97,42,163,Suspicious
84,19,61,440,Suspicious
89,16,54,86,Suspicious
51,78,83,99,Suspicious
79,17,61,395,Suspicious
95,68,66,444,Suspicious
48,19,100,109,Normal
60,53,87,426,Suspicious
100,54,94,276,Suspicious
7,35,97,401,Suspicious
13,90,79,63,Suspicious
84,99,45,473,Suspicious
93,39,25,463,Suspicious
49,48,93,60,Normal
62,81,80,315,Suspicious
53,65,62,512,Suspicious
59,87,20,163,Suspicious
34,72,34,108,Normal
16,90,20,419,Suspicious
45,98,74,581,Suspicious
61,98,81,448,Suspicious
7,25,47,265,Normal
87,71,55,517,Suspicious
11,34,95,305,Suspicious
83,64,58,542,Suspicious
37,20,77,149,Normal
35,18,74,347,Suspicious
34,47,91,126,Normal
94,22,41,508,Suspicious
23,43,44,532,Suspicious
40,83,34,239,Suspicious
68,46,79,322,Suspicious
8,34,48,359,Suspicious
99,20,24,58,Suspicious
40,64,27,425,Suspicious
47,47,74,533,Suspicious
65,74,22,167,Normal
60,14,53,331,Suspicious
33,52,99,203,Normal
100,71,28,305,Suspicious
68,21,83,346,Suspicious
7,22,95,180,Normal
12,66,44,299,Normal
57,28,75,525,Suspicious
72,76,96,599,Suspicious
31,72,28,298,Normal
49,16,97,422,Suspicious
14,24,45,348,Suspicious
25,17,62,265,Normal
14,24,20,475,Suspicious
99,97,87,211,Suspicious
29,62,54,204,Normal
68,69,99,362,Suspicious
92,97,91,153,Suspicious
41,76,99,598,Suspicious
70,93,96,586,Suspicious
16,49,53,240,Normal
84,19,20,126,Suspicious
23,83,63,147,Suspicious
63,34,69,279,Normal
20,53,36,349,Suspicious
12,86,100,234,Suspicious
43,86,83,97,Suspicious
67,51,99,189,Normal
97,58,93,125,Suspicious
61,33,83,229,Normal
85,40,20,90,Suspicious
98,73,34,414,Suspicious
62,10,75,232,Normal
65,66,27,182,Normal
35,88,26,289,Suspicious
51,52,60,354,Suspicious
23,27,83,273,Normal
5,61,27,100,Normal
6,65,46,323,Suspicious
34,78,27,284,Suspicious
73,35,67,125,Normal
99,41,78,295,Suspicious
41,46,49,322,Suspicious
34,44,99,194,Normal
85,54,82,480,Suspicious
27,73,56,266,Normal
24,69,94,80,Normal
38,45,30,238,Normal
51,88,98,335,Suspicious
4,32,51,241,Normal
31,75,69,101,Normal
21,96,79,178,Suspicious
46,21,24,503,Suspicious
70,47,47,85,Normal
59,53,62,364,Suspicious
100,64,82,286,Suspicious
58,16,65,530,Suspicious
50,99,51,95,Suspicious
28,29,31,96,Normal
81,29,20,248,Suspicious
40,10,49,193,Normal
54,18,68,263,Normal
95,43,34,460,Suspicious
57,37,31,253,Normal
72,82,56,50,Suspicious
44,99,37,151,Suspicious
81,100,37,196,Suspicious
82,92,66,573,Suspicious
36,64,94,331,Suspicious
26,59,77,227,Normal
30,82,83,573,Suspicious
49,41,48,466,Suspicious
24,53,34,53,Normal
53,99,67,301,Suspicious
19,14,34,217,Normal
86,21,58,539,Suspicious
34,18,32,212,Normal
5,88,93,487,Suspicious
62,16,96,155,Normal
85,71,29,412,Suspicious
74,60,23,131,Normal
74,29,38,67,Normal
10,80,87,148,Suspicious
75,41,61,71,Normal
92,57,59,266,Suspicious
89,67,63,202,Suspicious
81,25,29,482,Suspicious
71,16,68,591,Suspicious
86,22,24,430,Suspicious
53,54,37,543,Suspicious
62,23,37,270,Normal
92,41,51,289,Suspicious
65,96,75,531,Suspicious
12,19,60,424,Suspicious
45,10,45,445,Suspicious
75,75,61,110,Normal
80,80,36,323,Suspicious
18,37,66,105,Normal
11,31,87,571,Suspicious
18,22,81,426,Suspicious
61,17,42,247,Normal
27,63,96,372,Suspicious
59,71,75,177,Normal
47,93,43,277,Suspicious
34,20,74,268,Normal
20,32,82,569,Suspicious
7,41,40,112,Normal
82,85,96,76,Suspicious
87,77,55,488,Suspicious
15,27,22,406,Suspicious
47,32,67,250,Normal
43,45,64,247,Normal
63,71,24,131,Normal
26,39,95,449,Suspicious
76,37,94,196,Suspicious
77,96,65,210,Suspicious
4,82,98,358,Suspicious
4,49,60,246,Normal
25,76,100,360,Suspicious
30,53,62,350,Suspicious
96,39,23,549,Suspicious
89,35,63,102,Suspicious
55,53,98,400,Suspicious
75,22,89,423,Suspicious
9,39,87,401,Suspicious
7,22,50,362,Suspicious
35,59,41,522,Suspicious
58,12,70,106,Normal
75,36,73,588,Suspicious
49,28,55,191,Normal
13,98,92,334,Suspicious
17,73,24,334,Suspicious
69,65,63,421,Suspicious
38,82,23,248,Suspicious
71,62,45,395,Suspicious
71,71,70,102,Normal
84,26,34,98,Suspicious
27,45,73,560,Suspicious
82,52,27,315,Suspicious
15,72,30,363,Suspicious
69,77,29,569,Suspicious
18,81,41,298,Suspicious
70,51,76,71,Normal
99,73,36,401,Suspicious
60,91,75,205,Suspicious
43,26,47,120,Normal
6,11,40,143,Normal
31,87,36,259,Suspicious
78,91,93,59,Suspicious
69,17,52,273,Normal
36,76,100,188,Suspicious
46,42,45,56,Normal
94,26,53,306,Suspicious
6,90,50,499,Suspicious
87,86,76,177,Suspicious
79,49,83,518,Suspicious
85,64,31,102,Suspicious
18,87,93,261,Suspicious
51,23,69,222,Normal
97,66,96,434,Suspicious
88,94,41,243,Suspicious
83,82,96,156,Suspicious
12,40,62,474,Suspicious
29,25,33,327,Suspicious
100,17,27,410,Suspicious
37,19,99,484,Suspicious
90,81,88,327,Suspicious
71,30,98,487,Suspicious
34,68,27,96,Normal
65,64,72,399,Suspicious
32,95,46,386,Suspicious
69,65,48,77,Normal
30,51,67,495,Suspicious
55,46,40,129,Normal
7,10,50,338,Suspicious
15,63,90,61,Normal
76,25,40,423,Suspicious
11,28,21,293,Normal
49,26,68,343,Suspicious
38,32,33,521,Suspicious
74,28,88,547,Suspicious
80,11,52,484,Suspicious
17,69,84,132,Normal
93,40,63,332,Suspicious
37,28,42,417,Suspicious
33,64,67,540,Suspicious
36,76,64,309,Suspicious
74,64,30,328,Suspicious
88,42,22,116,Suspicious
79,72,53,345,Suspicious
14,70,97,508,Suspicious
49,88,22,91,Suspicious
80,78,56,528,Suspicious
60,45,55,246,Normal
55,67,67,254,Normal
10,11,79,355,Suspicious
16,25,43,107,Normal
25,11,85,535,Suspicious
94,41,79,164,Suspicious
29,51,41,265,Normal
96,79,73,437,Suspicious
33,11,30,364,Suspicious
75,62,62,404,Suspicious
48,87,51,421,Suspicious
14,45,84,72,Normal
3,33,64,529,Suspicious
87,72,24,207,Suspicious
100,86,66,283,Suspicious
33,71,62,178,Normal
13,24,93,106,Normal
31,43,71,428,Suspicious
23,32,29,404,Suspicious
3,96,83,334,Suspicious
72,91,87,207,Suspicious
51,17,77,521,Suspicious
79,96,26,456,Suspicious
100,88,30,517,Malware
58,59,34,567,Suspicious
92,41,67,307,Suspicious
12,70,84,575,Suspicious
42,17,67,119,Normal
28,79,94,97,Suspicious
56,34,26,414,Suspicious
35,97,29,362,Suspicious
92,69,47,557,Suspicious
100,26,88,257,Suspicious
98,30,20,518,Suspicious
85,45,48,194,Suspicious
38,52,93,254,Normal
41,99,88,386,Suspicious
90,98,91,491,Suspicious
81,79,88,524,Suspicious
45,81,66,163,Suspicious
35,83,62,402,Suspicious
7,21,91,430,Suspicious
77,59,42,399,Suspicious
76,92,56,582,Suspicious
38,12,40,505,Suspicious
31,55,28,463,Suspicious
38,98,83,433,Suspicious
58,55,78,283,Normal
82,56,82,136,Suspicious
89,34,34,443,Suspicious
30,21,74,164,Normal
62,56,54,496,Suspicious
82,15,69,364,Suspicious
35,34,40,156,Normal
59,88,73,203,Suspicious
20,45,30,102,Normal
33,79,37,418,Suspicious
99,55,95,74,Suspicious
57,47,35,293,Normal
81,87,89,190,Suspicious
31,76,23,288,Suspicious
84,71,39,477,Suspicious
48,69,20,244,Normal
27,65,94,188,Normal
35,15,60,128,Normal
54,33,42,448,Suspicious
80,24,35,551,Suspicious
14,41,21,275,Normal
48,60,20,276,Normal
32,90,42,558,Suspicious
95,41,43,202,Suspicious
30,15,27,374,Suspicious
94,51,47,363,Suspicious
32,24,44,324,Suspicious
53,44,22,592,Suspicious
26,53,87,210,Normal
10,10,81,455,Suspicious
